Polling Firm,Fieldwork Date,Sample Size,Others,Don't know,Lead,United Right,Civic Coalition,Third Way,Polish Coalition,Poland 2050,The Left,Confederation,Nonpartisan Local Gov. Activists,There is One Poland,Kukiz'15,AGROunia,Agreement,Independents & Local Gov. Activists,Agreement + Polish Coalition,AGROunia + Agreement,Polish Coalition + Kukiz'15,Law and Justice,Civic Platform,.Nowoczesna,Democratic Left Alliance,Polish People's Party,KORWiN,Razem,Spring,Civic Platform + .Nowoczesna,Civic Platform + .Nowoczesna + Democratic Left Alliance + Polish People's Party,Your Movement,Democratic Left Alliance + Your Movement,Congress of the New Right,Solidarity Poland,Solidarity Poland + Poland Together,Palikot's Movement,Poland Together
Pollster,01.10.2018,,,6.0,10.0,,,,,,,,,,9.0,,,,,,,41.0,,,7.0,6.0,,,,31.0,,,,,,,,
IBRiS,23.09.2018,,,10.9,10.1,,,,,,,,,,10.0,,,,,,,33.2,23.1,2.2,8.7,6.3,3.3,2.4,,,,,,,,,,
Estymator,21.09.2018,,,1.2,21.1,,,,,,,,,,6.9,,,,,,,45.0,23.9,4.1,8.1,7.4,1.5,1.9,,,,,,,,,,
Millward Brown,17.09.2018,,,12.0,17.0,,,,,,,,,,4.0,,,,,,,38.0,21.0,7.0,5.0,4.0,5.0,4.0,,,,,,,,,,
CBOS,13.09.2018,,,17.0,25.0,,,,,,,,,,7.0,,,,,,,43.0,18.0,3.0,4.0,4.0,2.0,2.0,,,,,,,,,,
Kantar Public,12.09.2018,,,15.0,22.0,,,,,,,,,,6.0,,,,,,,42.0,20.0,4.0,6.0,4.0,2.0,1.0,,,,,,,,,,
IBRiS,08.09.2018,,,10.8,9.5,,,,,,,,,,7.0,,,,,,,36.6,27.1,3.8,8.6,5.0,0.4,0.7,,,,,,,,,,
Estymator,23.08.2018,,,0.7,19.4,,,,,,,,,,7.1,,,,,,,44.2,24.8,3.4,8.9,6.6,1.5,2.8,,,,,,,,,,
CBOS,23.08.2018,,,14.0,25.0,,,,,,,,,,7.0,,,,,,,44.0,19.0,3.0,4.0,5.0,2.0,2.0,,,,,,,,,,
IPSOS,19.08.2018,,,9.0,21.0,,,,,,,,,,8.0,,,,,,,41.0,20.0,4.0,6.0,6.0,4.0,2.0,,,,,,,,,,
Kantar Public,16.08.2018,,,11.0,10.0,,,,,,,,,,7.0,,,,,,,36.0,26.0,5.0,6.0,4.0,2.0,3.0,,,,,,,,,,
IBRiS,11.08.2018,,,9.4,13.5,,,,,,,,,,6.4,,,,,,,38.3,24.8,4.1,8.5,5.4,1.4,1.7,,,,,,,,,,
Pollster,10.08.2018,,,0.0,10.0,,,,,,,,,,11.0,,,,,,,38.0,28.0,6.0,8.0,4.0,2.0,3.0,,,,,,,,,,
CBM Indicator,10.08.2018,,,0.1,17.4,,,,,,,,,,6.3,,,,,,,42.0,24.6,5.2,10.6,4.6,3.1,3.5,,,,,,,,,,
Estymator,09.08.2018,,,1.0,15.9,,,,,,,,,,8.2,,,,,,,41.8,25.9,4.2,9.3,6.3,1.1,2.2,,,,,,,,,,
IBRiS,27.07.2018,,,9.9,8.7,,,,,,,,,,6.6,,,,,,,33.9,25.2,3.3,10.6,5.7,1.5,3.3,,,,,,,,,,
Pollster,12.07.2018,,,0.0,13.0,,,,,,,,,,9.0,,,,,,,40.0,27.0,5.0,8.0,6.0,2.0,3.0,,,,,,,,,,
Kantar Public,11.07.2018,,,18.0,11.0,,,,,,,,,,9.0,,,,,,,34.0,23.0,3.0,6.0,4.0,1.0,2.0,,,,,,,,,,
IBRiS,06.07.2018,,,10.1,11.1,,,,,,,,,,5.7,,,,,,,37.4,26.3,3.2,9.7,5.3,,2.3,,,,,,,,,,
Pollster,05.07.2018,,,6.0,16.0,,,,,,,,,,8.0,,,,,,,42.0,26.0,5.0,8.0,5.0,,,,,,,,,,,,
CBOS,05.07.2018,,,19.0,24.0,,,,,,,,,,8.0,,,,,,,40.0,16.0,5.0,7.0,3.0,2.0,,,,,,,,,,,
Estymator,28.06.2018,,,1.4,17.1,,,,,,,,,,8.9,,,,,,,42.3,25.2,5.2,7.5,5.5,1.4,2.6,,,,,,,,,,
IBRiS,22.06.2018,,,9.3,13.2,,,,,,,,,,7.5,,,,,,,37.8,24.6,3.3,9.6,5.7,0.9,1.3,,,,,,,,,,
Pollster,18.06.2018,,,0.0,14.0,,,,,,,,,,7.0,,,,,,,41.0,27.0,4.0,7.0,5.0,4.0,5.0,,,,,,,,,,
Kantar Public,17.06.2018,,,18.0,21.0,,,,,,,,,,6.0,,,,,,,41.0,20.0,4.0,6.0,3.0,1.0,1.0,,,,,,,,,,
Estymator,14.06.2018,,,0.1,12.8,,,,,,,,,,8.3,,,,,,,40.7,27.9,4.2,8.6,5.4,1.9,2.9,,,,,,,,,,
CBOS,14.06.2018,,,16.0,26.0,,,,,,,,,,8.0,,,,,,,43.0,17.0,5.0,4.0,4.0,2.0,1.0,,,,,,,,,,
IBRiS,08.06.2018,,,9.9,6.3,,,,,,,,,,6.2,,,,,,,32.7,26.4,4.3,9.6,6.3,1.3,3.3,,,,,,,,,,
Pollster,07.06.2018,,,0.0,12.0,,,,,,,,,,8.0,,,,,,,40.0,28.0,4.0,7.0,5.0,4.0,4.0,,,,,,,,,,
Millward Brown,29.05.2018,,,10.0,8.0,,,,,,,,,,6.0,,,,,,,36.0,28.0,5.0,5.0,4.0,4.0,2.0,,,,,,,,,,
IBRiS,25.05.2018,,,9.4,5.7,,,,,,,,,,5.2,,,,,,,33.3,27.6,4.1,9.9,5.3,2.0,3.2,,,,,,,,,,
Estymator,24.05.2018,,,1.1,11.8,,,,,,,,,,10.4,,,,,,,38.9,27.1,2.9,9.0,6.2,2.3,2.1,,,,,,,,,,
CBOS,17.05.2018,,,13.0,21.0,,,,,,,,,,10.0,,,,,,,40.0,19.0,4.0,6.0,5.0,2.0,1.0,,,,,,,,,,
Kantar Public,16.05.2018,,,19.0,14.0,,,,,,,,,,5.0,,,,,,,36.0,22.0,4.0,6.0,4.0,2.0,2.0,,,,,,,,,,
Estymator,14.05.2018,,,0.3,12.5,,,,,,,,,,9.8,,,,,,,40.8,28.3,2.3,9.7,5.7,1.8,1.3,,,,,,,,,,
IBRiS,11.05.2018,,,7.7,10.3,,,,,,,,,,6.3,,,,,,,37.6,27.3,2.9,10.4,5.3,1.5,1.0,,,,,,,,,,
Pollster,11.05.2018,,,0.0,23.0,,,,,,,,,,8.0,,,,,,,43.0,20.0,6.0,9.0,5.0,4.0,5.0,,,,,,,,,,
Pollster,29.04.2018,,,0.0,18.0,,,,,,,,,,9.0,,,,,,,42.0,24.0,5.0,7.0,5.0,4.0,4.0,,,,,,,,,,
Pollster,27.04.2018,,,0.0,19.0,,,,,,,,,,11.0,,,,,,,42.0,23.0,6.0,7.0,4.0,3.0,4.0,,,,,,,,,,
Estymator,26.04.2018,,,0.3,10.9,,,,,,,,,,13.1,,,,,,,38.2,27.3,3.9,8.6,6.2,1.1,1.3,,,,,,,,,,
Millward Brown,26.04.2018,,,11.0,8.0,,,,,,,,,,5.0,,,,,,,33.0,25.0,6.0,8.0,5.0,4.0,3.0,,,,,,,,,,
IBRiS,19.04.2018,,,8.5,10.2,,,,,,,,,,9.8,,,,,,,34.5,24.3,4.5,9.2,6.6,1.5,1.1,,,,,,,,,,
IPSOS,13.04.2018,,,6.0,18.0,,,,,,,,,,11.0,,,,,,,39.0,21.0,7.0,6.0,4.0,4.0,2.0,,,,,,,,,,
CBOS,12.04.2018,,,17.0,30.0,,,,,,,,,,5.0,,,,,,,46.0,16.0,4.0,6.0,3.0,2.0,1.0,,,,,,,,,,
Kantar Public,11.04.2018,,,16.0,13.0,,,,,,,,,,6.0,,,,,,,36.0,23.0,5.0,7.0,3.0,3.0,1.0,,,,,,,,,,
Pollster,07.04.2018,,,0.0,18.0,,,,,,,,,,8.0,,,,,,,41.0,23.0,7.0,9.0,5.0,4.0,3.0,,,,,,,,,,
Estymator,05.04.2018,,,0.3,11.1,,,,,,,,,,8.9,,,,,,,39.4,28.3,4.3,9.3,6.0,1.4,2.1,,,,,,,,,,
Pollster,05.04.2018,,,0.0,19.0,,,,,,,,,,10.0,,,,,,,40.0,21.0,8.0,9.0,5.0,3.0,4.0,,,,,,,,,,
IBRiS,04.04.2018,,,10.1,8.3,,,,,,,,,,8.5,,,,,,,31.8,23.5,5.1,12.1,5.9,0.9,2.1,,,,,,,,,,
Pollster,30.03.2018,,,0.0,17.0,,,,,,,,,,11.0,,,,,,,39.0,22.0,7.0,8.0,6.0,3.0,4.0,,,,,,,,,,
Millward Brown,27.03.2018,,,13.0,6.0,,,,,,,,,,10.0,,,,,,,28.0,22.0,6.0,9.0,5.0,5.0,2.0,,,,,,,,,,
Estymator,22.03.2018,,,0.7,21.1,,,,,,,,,,7.9,,,,,,,46.8,25.7,4.7,6.8,5.1,0.8,1.7,,,,,,,,,,
IBRiS,17.03.2018,,,9.9,13.1,,,,,,,,,,8.3,,,,,,,37.1,24.0,6.3,7.6,4.4,0.4,2.0,,,,,,,,,,
Kantar Public,14.03.2018,,,20.0,15.0,,,,,,,,,,6.0,,,,,,,37.0,22.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,,,
CBOS,08.03.2018,,,16.0,30.0,,,,,,,,,,6.0,,,,,,,44.0,14.0,6.0,5.0,5.0,2.0,2.0,,,,,,,,,,
IBRiS,02.03.2018,,,9.5,16.9,,,,,,,,,,6.8,,,,,,,39.4,22.5,5.0,9.7,5.2,0.5,1.4,,,,,,,,,,
IBRiS,26.02.2018,,,9.1,18.2,,,,,,,,,,6.7,,,,,,,40.6,22.4,3.6,7.0,6.1,1.2,3.6,,,,,,,,,,
Estymator,22.02.2018,,,0.6,27.3,,,,,,,,,,7.3,,,,,,,50.2,22.9,4.1,5.9,5.2,0.8,3.0,,,,,,,,,,
Pollster,22.02.2018,,,0.0,28.0,,,,,,,,,,7.0,,,,,,,47.0,19.0,6.0,8.0,5.0,3.0,5.0,,,,,,,,,,
Kantar Public,21.02.2018,,,17.0,17.0,,,,,,,,,,7.0,,,,,,,37.0,20.0,6.0,5.0,5.0,1.0,2.0,,,,,,,,,,
IBRiS,20.02.2018,,,9.3,20.1,,,,,,,,,,5.5,,,,,,,39.7,19.6,4.5,9.4,6.6,1.4,3.9,,,,,,,,,,
Millward Brown,20.02.2018,,,16.0,24.0,,,,,,,,,,6.0,,,,,,,40.0,16.0,8.0,3.0,5.0,3.0,3.0,,,,,,,,,,
CBOS,08.02.2018,,,15.0,26.0,,,,,,,,,,7.0,,,,,,,43.0,17.0,5.0,4.0,4.0,2.0,1.0,,,,,,,,,,
IBRiS,05.02.2018,,,9.4,22.7,,,,,,,,,,5.7,,,,,,,42.7,20.0,5.3,7.2,6.0,0.4,2.9,,,,,,,,,,
Pollster,30.01.2018,,,0.0,34.0,,,,,,,,,,8.0,,,,,,,49.0,15.0,8.0,6.0,6.0,3.0,5.0,,,,,,,,,,
Estymator,26.01.2018,,,1.0,28.1,,,,,,,,,,9.4,,,,,,,48.7,20.6,4.4,6.8,5.2,0.8,3.1,,,,,,,,,,
IBRiS,19.01.2018,,,10.8,21.5,,,,,,,,,,7.2,,,,,,,41.5,20.0,6.1,6.6,4.5,0.8,2.3,,,,,,,,,,
Kantar Public,17.01.2018,,,16.0,28.0,,,,,,,,,,7.0,,,,,,,42.0,14.0,7.0,5.0,4.0,2.0,2.0,,,,,,,,,,
CBOS,17.01.2018,,,15.0,29.0,,,,,,,,,,5.0,,,,,,,44.0,15.0,6.0,4.0,4.0,2.0,3.0,,,,,,,,,,
IPSOS,13.01.2018,,,9.0,24.0,,,,,,,,,,10.0,,,,,,,43.0,19.0,6.0,5.0,3.0,3.0,2.0,,,,,,,,,,
IBRiS,07.01.2018,,,6.9,24.4,,,,,,,,,,6.1,,,,,,,43.4,19.0,8.4,6.7,5.4,1.1,3.0,,,,,,,,,,
IBRiS,05.01.2018,,,11.0,21.0,,,,,,,,,,6.0,,,,,,,41.0,20.0,7.0,7.0,5.0,1.0,2.0,,,,,,,,,,
Pollster,05.01.2018,,,0.0,25.0,,,,,,,,,,9.0,,,,,,,43.0,18.0,11.0,6.0,5.0,3.0,5.0,,,,,,,,,,
Estymator,28.12.2017,,,0.9,22.3,,,,,,,,,,8.3,,,,,,,45.7,23.4,6.9,5.4,5.5,1.0,2.9,,,,,,,,,,
Millward Brown,22.12.2017,,,9.0,18.0,,,,,,,,,,6.0,,,,,,,38.0,20.0,8.0,8.0,4.0,3.0,4.0,,,,,,,,,,
Pollster,15.12.2017,,,0.0,27.0,,,,,,,,,,8.0,,,,,,,45.0,18.0,10.0,6.0,5.0,3.0,5.0,,,,,,,,,,
IBRiS,14.12.2017,,,7.3,17.1,,,,,,,,,,6.7,,,,,,,40.9,23.8,8.3,5.6,4.1,1.0,2.3,,,,,,,,,,
Kantar Public,11.12.2017,,,2.0,33.0,,,,,,,,,,11.0,,,,,,,50.0,17.0,9.0,5.0,3.0,1.0,2.0,,,,,,,,,,
CBOS,07.12.2017,,,13.0,23.0,,,,,,,,,,7.0,,,,,,,41.0,18.0,11.0,3.0,3.0,2.0,2.0,,,,,,,,,,
Kantar Public,06.12.2017,,,17.0,23.0,,,,,,,,,,7.0,,,,,,,40.0,17.0,7.0,4.0,5.0,2.0,1.0,,,,,,,,,,
IBRiS,02.12.2017,,,10.0,16.1,,,,,,,,,,6.8,,,,,,,36.4,20.3,10.5,6.6,6.4,0.4,2.6,,,,,,,,,,
Pollster,29.11.2017,,,0.0,30.0,,,,,,,,,,10.0,,,,,,,47.0,17.0,9.0,5.0,5.0,3.0,4.0,,,,,,,,,,
Estymator,24.11.2017,,,1.4,19.2,,,,,,,,,,9.8,,,,,,,42.8,23.6,6.0,5.3,6.4,1.3,3.4,,,,,,,,,,
Pollster,22.11.2017,,,0.0,24.0,,,,,,,,,,11.0,,,,,,,43.0,19.0,9.0,6.0,5.0,3.0,4.0,,,,,,,,,,
IBRiS,18.11.2017,,,12.2,18.6,,,,,,,,,,8.1,,,,,,,37.7,19.1,7.3,5.0,5.1,1.2,4.3,,,,,,,,,,
CBOS,12.11.2017,,,15.0,28.0,,,,,,,,,,8.0,,,,,,,45.0,17.0,5.0,3.0,4.0,1.0,2.0,,,,,,,,,,
Kantar Public,08.11.2017,,,16.0,20.0,,,,,,,,,,9.0,,,,,,,38.0,18.0,7.0,4.0,5.0,1.0,2.0,,,,,,,,,,
Kantar Public,05.11.2017,,,12.0,20.0,,,,,,,,,,7.0,,,,,,,40.0,20.0,8.0,5.0,4.0,2.0,2.0,,,,,,,,,,
IBRiS,04.11.2017,,,10.6,16.9,,,,,,,,,,8.7,,,,,,,37.0,20.1,6.9,6.2,5.9,0.3,4.3,,,,,,,,,,
Estymator,27.10.2017,,,1.9,20.6,,,,,,,,,,9.1,,,,,,,42.8,22.2,8.4,5.4,5.8,1.2,3.2,,,,,,,,,,
IBRiS,24.10.2017,,,7.4,19.2,,,,,,,,,,7.6,,,,,,,40.2,21.0,8.2,5.0,5.4,1.1,4.1,,,,,,,,,,
IBRiS,17.10.2017,,,7.5,17.9,,,,,,,,,,9.7,,,,,,,38.4,20.5,8.4,5.1,5.9,1.5,3.0,,,,,,,,,,
IBRiS,15.10.2017,,,10.7,18.3,,,,,,,,,,8.2,,,,,,,38.1,19.8,8.7,5.0,3.6,0.7,5.2,,,,,,,,,,
CBOS,12.10.2017,,,14.0,31.0,,,,,,,,,,8.0,,,,,,,47.0,16.0,6.0,2.0,3.0,2.0,2.0,,,,,,,,,,
Kantar Public,11.10.2017,,,12.0,23.0,,,,,,,,,,8.0,,,,,,,41.0,18.0,5.0,7.0,5.0,2.0,2.0,,,,,,,,,,
IBRiS,07.10.2017,,,8.7,18.6,,,,,,,,,,6.7,,,,,,,39.8,21.2,8.9,5.3,4.2,1.6,3.6,,,,,,,,,,
Kantar Public,28.09.2017,,,0.0,22.0,,,,,,,,,,13.0,,,,,,,43.0,21.0,7.0,4.0,6.0,3.0,3.0,,,,,,,,,,
IBRiS,26.09.2017,,,9.7,18.5,,,,,,,,,,8.2,,,,,,,38.6,20.1,8.0,5.8,5.8,1.4,2.4,,,,,,,,,,
Estymator,22.09.2017,,,1.3,17.8,,,,,,,,,,9.8,,,,,,,40.4,22.6,8.9,4.3,6.3,2.3,4.1,,,,,,,,,,
Pollster,21.09.2017,,,0.0,13.0,,,,,,,,,,11.0,,,,,,,36.0,23.0,10.0,6.0,5.0,3.0,6.0,,,,,,,,,,
IPSOS,14.09.2017,,,9.0,19.0,,,,,,,,,,9.0,,,,,,,39.0,20.0,11.0,3.0,4.0,3.0,2.0,,,,,,,,,,
CBOS,14.09.2017,,,12.0,25.0,,,,,,,,,,8.0,,,,,,,44.0,19.0,6.0,3.0,5.0,1.0,2.0,,,,,,,,,,
IBRiS,08.09.2017,,,7.9,17.8,,,,,,,,,,8.0,,,,,,,37.7,19.9,8.7,6.0,5.2,1.6,5.0,,,,,,,,,,
Kantar Public,06.09.2017,,,16.0,22.0,,,,,,,,,,9.0,,,,,,,38.0,16.0,8.0,4.0,4.0,2.0,3.0,,,,,,,,,,
IBRiS,28.08.2017,,,8.4,16.8,,,,,,,,,,8.0,,,,,,,36.4,19.6,10.9,4.5,5.4,3.4,3.4,,,,,,,,,,
Estymator,24.08.2017,,,1.4,16.1,,,,,,,,,,10.4,,,,,,,38.4,22.3,10.2,5.2,6.4,2.4,3.3,,,,,,,,,,
CBOS,24.08.2017,,,12.0,22.0,,,,,,,,,,8.0,,,,,,,42.0,20.0,6.0,4.0,4.0,2.0,2.0,,,,,,,,,,
Pollster,17.08.2017,,,0.0,14.0,,,,,,,,,,12.0,,,,,,,36.0,22.0,11.0,7.0,5.0,3.0,4.0,,,,,,,,,,
IBRiS,12.08.2017,,,11.7,10.6,,,,,,,,,,7.8,,,,,,,33.4,22.8,10.6,5.3,4.9,1.7,1.8,,,,,,,,,,
Kantar Public,09.08.2017,,,17.0,18.0,,,,,,,,,,8.0,,,,,,,36.0,18.0,8.0,6.0,4.0,1.0,2.0,,,,,,,,,,
IPSOS,04.08.2017,,,8.1,19.0,,,,,,,,,,11.0,,,,,,,40.0,21.0,6.0,4.2,4.7,2.6,2.4,,,,,,,,,,
Pollster,31.07.2017,,,0.0,7.0,,,,,,,,,,11.0,,,,,,,33.0,26.0,9.0,8.0,5.0,4.0,4.0,,,,,,,,,,
IPSOS,28.07.2017,,,6.0,14.0,,,,,,,,,,11.0,,,,,,,38.0,24.0,10.0,5.0,3.0,1.0,2.0,,,,,,,,,,
IBRiS,27.07.2017,,,9.1,11.7,,,,,,,,,,11.9,,,,,,,32.3,20.6,10.2,6.2,5.1,1.5,3.1,,,,,,,,,,
Kantar Public,24.07.2017,,,13.0,14.0,,,,,,,,,,11.0,,,,,,,35.0,21.0,10.0,4.0,3.0,1.0,2.0,,,,,,,,,,
Kantar Public,22.07.2017,,,12.0,10.0,,,,,,,,,,10.0,,,,,,,33.0,23.0,9.0,3.0,3.0,4.0,3.0,,,,,,,,,,
Millward Brown,21.07.2017,,,13.0,9.0,,,,,,,,,,8.0,,,,,,,32.0,23.0,10.0,4.0,4.0,3.0,3.0,,,,,,,,,,
IBRiS,19.07.2017,,,9.2,14.6,,,,,,,,,,8.0,,,,,,,36.5,21.9,8.6,7.2,5.2,1.2,2.2,,,,,,,,,,
Kantar Public,12.07.2017,,,16.0,19.0,,,,,,,,,,9.0,,,,,,,38.0,19.0,8.0,4.0,3.0,2.0,1.0,,,,,,,,,,
Millward Brown,12.07.2017,,,10.0,14.0,,,,,,,,,,8.0,,,,,,,36.0,22.0,8.0,6.0,4.0,2.0,4.0,,,,,,,,,,
IBRiS,07.07.2017,,,10.7,10.3,,,,,,,,,,9.8,,,,,,,32.1,21.8,9.5,6.8,5.0,1.5,2.8,,,,,,,,,,
CBOS,06.07.2017,,,16.0,16.0,,,,,,,,,,8.0,,,,,,,38.0,22.0,5.0,5.0,3.0,2.0,1.0,,,,,,,,,,
IBRiS,24.06.2017,,,12.5,10.8,,,,,,,,,,10.0,,,,,,,33.7,22.9,6.2,6.7,4.9,0.8,2.3,,,,,,,,,,
IPSOS,21.06.2017,,,0.0,15.0,,,,,,,,,,12.0,,,,,,,41.0,26.0,7.0,4.0,5.0,3.0,4.0,,,,,,,,,,
IBRiS,09.06.2017,,,9.1,8.2,,,,,,,,,,7.9,,,,,,,33.3,25.1,8.5,6.5,4.6,2.4,2.6,,,,,,,,,,
Pollster,08.06.2017,,,2.0,10.0,,,,,,,,,,14.0,,,,,,,32.0,22.0,9.0,12.0,4.0,,5.0,,,,,,,,,,
CBOS,08.06.2017,,,15.0,21.0,,,,,,,,,,9.0,,,,,,,42.0,21.0,4.0,4.0,3.0,1.0,1.0,,,,,,,,,,
Kantar Public,07.06.2017,,,13.0,21.0,,,,,,,,,,11.0,,,,,,,39.0,18.0,5.0,5.0,5.0,3.0,1.0,,,,,,,,,,
Millward Brown,04.06.2017,,,9.0,5.0,,,,,,,,,,9.0,,,,,,,32.0,27.0,8.0,6.0,4.0,2.0,3.0,,,,,,,,,,
IBRiS,25.05.2017,,,4.5,7.4,,,,,,,,,,14.1,,,,,,,33.5,26.1,7.9,6.1,4.1,1.2,2.5,,,,,,,,,,
Kantar Public,17.05.2017,,,19.0,14.0,,,,,,,,,,10.0,,,,,,,35.0,21.0,6.0,3.0,3.0,1.0,2.0,,,,,,,,,,
CBOS,14.05.2017,,,11.0,13.0,,,,,,,,,,7.0,,,,,,,39.0,26.0,5.0,4.0,4.0,2.0,2.0,,,,,,,,,,
Pollster,12.05.2017,,,0.0,2.0,,,,,,,,,,13.0,,,,,,,30.0,28.0,8.0,10.0,4.0,3.0,4.0,,,,,,,,,,
IBRiS,11.05.2017,,,8.3,3.5,,,,,,,,,,10.1,,,,,,,34.7,31.2,4.4,5.1,4.1,,2.1,,,,,,,,,,
Kantar Public,08.05.2017,,,20.0,1.0,,,,,,,,,,10.0,,,,,,,28.0,27.0,5.0,4.0,2.0,2.0,2.0,,,,,,,,,,
IPSOS,07.05.2017,,,8.0,8.0,,,,,,,,,,12.0,,,,,,,35.0,27.0,5.0,3.0,4.0,4.0,2.0,,,,,,,,,,
PASP,07.05.2017,,,8.0,16.0,,,,,,,,,,17.0,,,,,,,33.0,16.0,4.5,5.0,5.0,8.0,3.5,,,,,,,,,,
Kantar Public,28.04.2017,,,16.0,2.0,,,,,,,,,,9.0,,,,,,,31.0,29.0,4.0,5.0,2.0,2.0,2.0,,,,,,,,,,
Kantar Public,27.04.2017,,,15.0,1.0,,,,,,,,,,12.0,,,,,,,27.0,28.0,4.0,5.0,3.0,3.0,3.0,,,,,,,,,,
Millward Brown,25.04.2017,,,10.0,2.0,,,,,,,,,,10.0,,,,,,,29.0,31.0,5.0,6.0,3.0,3.0,3.0,,,,,,,,,,
IBRiS,21.04.2017,,,8.7,1.7,,,,,,,,,,10.3,,,,,,,31.7,30.0,6.3,5.2,4.4,,3.4,,,,,,,,,,
Pollster,21.04.2017,,,0.0,6.0,,,,,,,,,,13.0,,,,,,,33.0,27.0,8.0,11.0,3.0,1.0,4.0,,,,,,,,,,
Kantar Public,12.04.2017,,,17.0,1.0,,,,,,,,,,12.0,,,,,,,28.0,27.0,5.0,3.0,4.0,2.0,2.0,,,,,,,,,,
Kantar Public,11.04.2017,,,17.0,19.0,,,,,,,,,,11.0,,,,,,,38.0,19.0,5.0,4.0,3.0,1.0,2.0,,,,,,,,,,
IBRiS,11.04.2017,,,9.4,7.0,,,,,,,,,,8.0,,,,,,,32.7,25.7,6.3,5.9,7.0,0.5,4.5,,,,,,,,,,
CBOS,06.04.2017,,,11.0,11.0,,,,,,,,,,9.0,,,,,,,37.0,26.0,5.0,4.0,4.0,2.0,2.0,,,,,,,,,,
Kantar Public,05.04.2017,,,1.0,9.0,,,,,,,,,,13.0,,,,,,,35.0,26.0,10.0,5.0,4.0,3.0,3.0,,,,,,,,,,
Dobra Opinia,03.04.2017,,,2.3,8.1,,,,,,,,,,9.8,,,,,,,34.3,26.2,10.8,5.5,5.2,2.2,3.7,,,,,,,,,,
Pollster,02.04.2017,,,0.0,5.0,,,,,,,,,,11.0,,,,,,,31.0,26.0,11.0,12.0,3.0,1.0,5.0,,,,,,,,,,
IBRiS,30.03.2017,,,6.7,1.3,,,,,,,,,,8.8,,,,,,,30.5,29.2,7.4,6.0,6.6,1.1,3.9,,,,,,,,,,
Millward Brown,30.03.2017,,,8.0,2.0,,,,,,,,,,10.0,,,,,,,29.0,27.0,8.0,8.0,4.0,4.0,2.0,,,,,,,,,,
Kantar Public,23.03.2017,,,17.0,3.0,,,,,,,,,,11.0,,,,,,,27.0,24.0,8.0,5.0,3.0,2.0,3.0,,,,,,,,,,
IPSOS,19.03.2017,,,4.0,4.0,,,,,,,,,,10.0,,,,,,,32.0,28.0,8.0,5.0,6.0,3.0,4.0,,,,,,,,,,
IBRiS,17.03.2017,,,8.3,2.1,,,,,,,,,,8.1,,,,,,,29.4,27.3,9.4,5.1,6.2,1.3,4.9,,,,,,,,,,
CBOS,09.03.2017,,,14.0,18.0,,,,,,,,,,9.0,,,,,,,37.0,19.0,8.0,4.0,5.0,2.0,2.0,,,,,,,,,,
Kantar Public,08.03.2017,,,17.0,14.0,,,,,,,,,,8.0,,,,,,,35.0,21.0,8.0,4.0,4.0,1.0,2.0,,,,,,,,,,
Millward Brown,08.03.2017,,,12.0,10.0,,,,,,,,,,5.0,,,,,,,34.0,24.0,11.0,3.0,4.0,4.0,3.0,,,,,,,,,,
Pollster,08.03.2017,,,0.0,11.0,,,,,,,,,,13.0,,,,,,,31.0,20.0,14.0,10.0,5.0,2.0,5.0,,,,,,,,,,
IBRiS,03.03.2017,,,12.0,14.7,,,,,,,,,,8.1,,,,,,,32.8,18.1,11.6,6.2,6.2,1.6,3.4,,,,,,,,,,
Kantar Public,22.02.2017,,,21.0,11.0,,,,,,,,,,8.0,,,,,,,33.0,22.0,8.0,3.0,3.0,1.0,1.0,,,,,,,,,,
IBRiS,17.02.2017,,,12.1,17.7,,,,,,,,,,9.8,,,,,,,34.8,17.1,9.9,5.7,6.1,1.2,3.3,,,,,,,,,,
CBOS,09.02.2017,,,14.0,23.0,,,,,,,,,,8.0,,,,,,,40.0,17.0,9.0,5.0,3.0,2.0,2.0,,,,,,,,,,
IBRiS,02.02.2017,,,8.6,15.8,,,,,,,,,,7.7,,,,,,,36.0,20.2,13.4,5.2,5.7,,3.2,,,,,,,,,,
Kantar Public,27.01.2017,,,12.0,17.0,,,,,,,,,,12.0,,,,,,,36.0,19.0,9.0,5.0,3.0,2.0,2.0,,,,,,,,,,
IBRiS,20.01.2017,,,9.0,18.6,,,,,,,,,,7.2,,,,,,,37.7,19.1,11.4,5.2,6.9,0.5,3.0,,,,,,,,,,
Pollster,20.01.2017,,,0.0,18.0,,,,,,,,,,14.0,,,,,,,34.0,16.0,15.0,10.0,4.0,2.0,5.0,,,,,,,,,,
CBOS,15.01.2017,,,15.0,21.0,,,,,,,,,,8.0,,,,,,,37.0,16.0,9.0,6.0,5.0,2.0,2.0,,,,,,,,,,
IBRiS,13.01.2017,,,7.2,14.3,,,,,,,,,,5.3,,,,,,,34.9,20.6,14.0,5.8,7.9,1.4,2.9,,,,,,,,,,
IBRiS,05.01.2017,,,9.8,17.6,,,,,,,,,,8.6,,,,,,,34.7,17.1,13.3,5.9,5.7,1.3,3.6,,,,,,,,,,
Pollster,03.01.2017,,,0.0,7.0,,,,,,,,,,15.0,,,,,,,31.0,11.0,24.0,8.0,4.0,2.0,5.0,,,,,,,,,,
Millward Brown,22.12.2016,,,7.0,11.0,,,,,,,,,,6.0,,,,,,,35.0,15.0,24.0,3.0,5.0,3.0,2.0,,,,,,,,,,
